hb,cancer_site,sex,year,incidences_all_ages,crude_rate,hb_name
S08000016,Malignant brain cancer,Male,2015,2,3.618403199,NHS Borders
S08000016,Malignant brain cancer,Male,2016,5,9.006412566,NHS Borders
S08000016,Malignant brain cancer,Male,2017,6,10.7548083,NHS Borders
S08000016,Malignant brain cancer,Male,2018,9,16.07458608,NHS Borders
S08000016,Malignant brain cancer,Male,2019,10,17.81800688,NHS Borders
S08000016,Malignant brain cancer,Male,2020,8,14.27246129,NHS Borders
S08000016,Malignant brain cancer,Female,1996,7,12.71571299,NHS Borders
S08000016,Malignant brain cancer,Female,1997,2,3.631477648,NHS Borders
S08000016,Malignant brain cancer,Female,1998,6,10.89008276,NHS Borders
S08000016,Malignant brain cancer,Female,1999,6,10.9321478,NHS Borders
S08000016,Malignant brain cancer,Female,2000,1,1.81336815,NHS Borders
S08000016,Malignant brain cancer,Female,2001,7,12.61647712,NHS Borders
S08000016,Malignant brain cancer,Female,2002,4,7.186876763,NHS Borders
S08000016,Malignant brain cancer,Female,2003,4,7.1306332,NHS Borders
S08000016,Malignant brain cancer,Female,2004,11,19.44459175,NHS Borders
S08000016,Malignant brain cancer,Female,2005,6,10.5366676,NHS Borders
S08000016,Malignant brain cancer,Female,2006,2,3.497420652,NHS Borders
S08000016,Malignant brain cancer,Female,2007,4,6.91503155,NHS Borders
S08000016,Malignant brain cancer,Female,2008,6,10.25500786,NHS Borders
S08000016,Malignant brain cancer,Female,2009,4,6.816748752,NHS Borders
S08000016,Malignant brain cancer,Female,2010,0,0,NHS Borders
S08000016,Malignant brain cancer,Female,2011,4,6.816051802,NHS Borders
S08000016,Malignant brain cancer,Female,2012,2,3.416642465,NHS Borders
S08000016,Malignant brain cancer,Female,2013,8,13.65910294,NHS Borders
S08000016,Malignant brain cancer,Female,2014,10,17.02968274,NHS Borders
S08000016,Malignant brain cancer,Female,2015,2,3.403849754,NHS Borders
S08000016,Malignant brain cancer,Female,2016,7,11.86159216,NHS Borders
S08000016,Malignant brain cancer,Female,2017,5,8.441525552,NHS Borders
S08000016,Malignant brain cancer,Female,2018,3,5.060643376,NHS Borders
S08000016,Malignant brain cancer,Female,2019,3,5.051610622,NHS Borders
S08000016,Malignant brain cancer,Female,2020,3,5.068594985,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,1996,12,11.33572643,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,1997,7,6.606266516,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,1998,6,5.658242173,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,1999,10,9.450902561,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2000,9,8.470588235,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2001,19,17.76531089,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2002,13,12.0896494,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2003,12,11.07113202,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2004,17,15.53220649,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2005,14,12.6984127,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2006,7,6.314270251,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2007,8,7.130124777,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2008,11,9.703599153,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2009,10,8.803591865,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2010,6,5.277044855,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2011,9,7.903055848,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2012,15,13.19029195,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2013,12,10.5374078,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2014,21,18.41459137,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2015,5,4.384811015,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2016,12,10.47760412,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2017,11,9.563554164,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2018,12,10.41034094,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2019,13,11.25443685,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2020,11,9.545296772,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,1996,5,9.840582562,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,1997,5,9.825885312,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,1998,0,0,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,1999,4,7.85453403,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2000,8,15.65435191,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2001,12,23.31591117,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2002,9,17.35006651,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2003,8,15.29812216,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2004,6,11.34665935,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2005,8,15.00769144,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2006,5,9.315323707,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2007,4,7.359028608,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2008,5,9.115437906,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2009,6,10.92677241,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2010,5,9.10067163,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2011,5,9.058791557,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2012,13,23.55797981,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2013,3,5.423875902,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2014,11,19.88466892,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2015,3,5.427604798,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2016,5,9.006412566,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2017,6,10.7548083,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2018,9,16.07458608,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2019,10,17.81800688,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2020,8,14.27246129,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,1996,7,12.71571299,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,1997,2,3.631477648,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,1998,6,10.89008276,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,1999,6,10.9321478,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2000,1,1.81336815,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2001,7,12.61647712,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2002,4,7.186876763,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2003,4,7.1306332,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2004,11,19.44459175,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2005,6,10.5366676,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2006,2,3.497420652,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2007,4,6.91503155,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2008,6,10.25500786,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2009,4,6.816748752,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2010,1,1.701866948,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2011,4,6.816051802,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2012,2,3.416642465,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2013,9,15.36649081,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2014,10,17.02968274,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2015,2,3.403849754,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2016,7,11.86159216,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2017,5,8.441525552,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2018,3,5.060643376,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2019,3,5.051610622,NHS Borders
S08000016,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Female,2020,3,5.068594985,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,1996,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,1997,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,1998,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,1999,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2000,8,7.529411765,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2001,13,12.15521272,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2002,17,15.80954152,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2003,5,4.612971676,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2004,15,13.70488808,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2005,19,17.23356009,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2006,18,16.23669493,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2007,19,16.93404635,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2008,11,9.703599153,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2009,14,12.32502861,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2010,12,10.55408971,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2011,8,7.024938532,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2012,15,13.19029195,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2013,14,12.29364243,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2014,10,8.768853034,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2015,21,18.41620626,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2016,20,17.46267354,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2017,23,19.99652234,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2018,17,14.747983,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2019,11,9.522985023,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2020,12,10.41305102,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,1996,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,1997,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,1998,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,1999,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2000,2,3.913587977,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2001,1,1.942992597,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2002,5,9.638925838,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2003,2,3.824530539,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2004,6,11.34665935,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2005,7,13.13173001,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2006,5,9.315323707,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2007,8,14.71805722,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2008,4,7.292350325,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2009,9,16.39015862,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2010,5,9.10067163,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2011,4,7.247033246,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2012,8,14.49721835,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2013,7,12.65571044,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2014,6,10.84618305,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2015,8,14.47361279,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2016,6,10.80769508,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2017,6,10.7548083,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2018,3,5.35819536,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2019,3,5.345402063,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2020,5,8.920288304,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,1996,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,1997,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,1998,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,1999,0,0,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2000,6,10.8802089,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2001,12,21.62824649,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2002,12,21.56063029,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2003,3,5.3479749,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2004,9,15.90921143,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2005,12,21.07333521,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2006,13,22.73323424,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2007,11,19.01633676,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2008,7,11.96417584,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2009,5,8.52093594,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2010,7,11.91306864,NHS Borders
S08000016,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Female,2011,4,6.816051802,NHS Borders
